gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,university_name,status,ranking,SOP,LOR 
329,166,163,102,2.86,30,0,northeastern_university,accept,15,3,2
300,151,149,105,2.9,42,0,northeastern_university,accept,15,3.5,4
313,166,147,106,2.7,0,2,northeastern_university,accept,15,4,4.5
312,161,151,109,3.04,4,0,northeastern_university,accept,15,4,2.5
317,164,153,112,3.28,0,3,northeastern_university,accept,15,3.5,2
314,163,151,106,2.3,24,0,northeastern_university,accept,15,2.5,4
312,163,149,101,2.95,21,0,northeastern_university,accept,15,2,3.5
312,160,152,109,2.65,9,0,northeastern_university,accept,15,2,3
306,158,148,98,2.5,3,3,northeastern_university,accept,15,3,4.5
313,165,148,101,2.56,50,0,northeastern_university,accept,15,3.5,2.5
322,170,152,110,2.67,24,3,northeastern_university,accept,15,4.5,5
319,161,158,118,2.33,0,0,northeastern_university,accept,15,4,5
309,158,151,75,3.27,11,0,northeastern_university,accept,15,4,5
309,165,144,75,3.54,0,0,northeastern_university,accept,15,3,5
314,159,155,109,2.95,40,0,northeastern_university,accept,15,3.5,5
312,165,147,107,3.47,31,0,northeastern_university,accept,15,2,4.5
318,167,151,103,3.38,18,3,northeastern_university,accept,15,5,4.5
326,165,161,115,2.71,0,3,northeastern_university,accept,15,4,3.5
315,156,159,110,2.95,0,0,northeastern_university,accept,15,3.5,3.5
305,158,147,99,2.84,0,3,northeastern_university,accept,15,4.5,4
321,167,154,108,3.44,2,0,northeastern_university,accept,15,4,5
320,167,153,101,2.89,0,0,northeastern_university,accept,15,3.5,3
322,170,152,110,3.48,0,0,northeastern_university,accept,15,2.5,4
315,164,151,105,3.16,9,0,northeastern_university,accept,15,1.5,4
317,167,150,99,2.6,9,3,northeastern_university,accept,15,1.5,3.5
317,165,152,101,2.3,0,0,northeastern_university,accept,15,2.5,3.5
309,160,149,100,2.4,30,2,northeastern_university,accept,15,1.5,3
312,162,150,104,3.44,20,3,northeastern_university,accept,15,2.5,1.5
310,157,153,104,3.3,30,0,northeastern_university,accept,15,1.5,3
319,166,153,113,2.64,24,0,northeastern_university,accept,15,4.5,4.5
314,164,150,108,3.38,3,3,northeastern_university,accept,15,4.5,4.5
319,170,149,102,3.24,33,0,northeastern_university,accept,15,4,5
289,147,142,92,2.3,60,0,northeastern_university,accept,15,4.5,5
309,157,152,98,3.61,28,0,northeastern_university,accept,15,5,5
305,162,143,103,3.6,4,3,northeastern_university,accept,15,3.5,5
315,162,153,104,3.48,24,0,northeastern_university,accept,15,2.5,4
322,170,152,111,3.15,22,0,northeastern_university,accept,15,3.5,4.5
298,152,146,101,2.25,10,0,northeastern_university,accept,15,3,4.5
324,170,154,105,3.31,10,0,northeastern_university,accept,15,4.5,4.5
331,167,164,112,2.62,32,3,northeastern_university,accept,15,5,3.5
319,164,155,103,2.45,9,0,northeastern_university,accept,15,2.5,4
314,162,152,108,2.6,30,0,northeastern_university,accept,15,3,3.5
320,170,150,104,2.65,0,0,northeastern_university,accept,15,1.5,2.5
324,170,154,101,3.08,24,3,northeastern_university,accept,15,2,2
313,165,148,103,3.16,10,3,northeastern_university,accept,15,2,1.5
315,167,148,99,2.8,0,3,northeastern_university,accept,15,3,3
322,166,156,113,3,30,3,northeastern_university,accept,15,4,3.5
318,164,154,101,2.73,40,0,northeastern_university,accept,15,4,4.5
313,160,153,111,3.1,36,0,northeastern_university,accept,15,2.5,2
311,162,149,108,3.34,0,0,northeastern_university,accept,15,3,3
317,165,152,101,3.2,10,0,northeastern_university,accept,15,3.5,3
316,164,152,101,3.56,36,0,northeastern_university,accept,15,2,3
320,165,155,105,2.3,39,1,northeastern_university,accept,15,3,4.5
311,161,150,103,3.03,10,3,northeastern_university,accept,15,3.5,4.5
316,166,150,108,3.24,24,3,northeastern_university,accept,15,3.5,5
317,164,153,104,2.9,28,0,northeastern_university,accept,15,4,5
326,168,158,110,3.24,0,2,northeastern_university,accept,15,4,3.5
316,170,146,105,3.08,36,3,northeastern_university,accept,15,4,4
323,165,158,112,3.4,60,0,northeastern_university,accept,15,2,4
302,156,146,100,2.23,30,0,northeastern_university,accept,15,4,4.5
316,167,149,100,3.28,0,1,northeastern_university,accept,15,4,3.5
312,160,152,102,3,16,0,northeastern_university,accept,15,3,2.5
305,159,146,102,2.75,0,3,northeastern_university,accept,15,3.5,2.5
313,163,150,93,3.13,12,0,northeastern_university,accept,15,2.5,2
323,167,156,107,2.45,22,3,northeastern_university,accept,15,3.5,2
315,153,162,102,2.86,48,3,northeastern_university,accept,15,4,4.5
321,169,152,113,2.75,1,3,northeastern_university,accept,15,4.5,4
310,166,144,101,3.15,20,0,northeastern_university,accept,15,3.5,4
306,160,146,100,3.2,30,3,northeastern_university,accept,15,3,2.5
311,167,144,100,3.08,7,0,northeastern_university,accept,15,4,2.5
307,161,146,102,3.64,30,0,northeastern_university,accept,15,5,3
317,165,152,107,3.65,0,3,northeastern_university,accept,15,3.5,3
320,168,152,102,3.2,30,0,northeastern_university,accept,15,2.5,3.5
316,161,155,108,3.51,0,0,northeastern_university,accept,15,2.5,2.5
323,166,157,117,3.68,10,3,northeastern_university,accept,15,3.5,4
319,167,152,113,3.66,2,3,northeastern_university,accept,15,3,4
323,166,157,117,3.68,0,3,northeastern_university,accept,15,4,4.5
320,166,154,114,3,10,2,northeastern_university,accept,15,2.5,4.5
306,163,143,98,2.25,30,0,northeastern_university,accept,15,3,3.5
322,167,155,104,3.2,10,0,northeastern_university,accept,15,2.5,4.5
323,170,153,106,2.8,18,0,northeastern_university,accept,15,3,1.5
324,170,154,102,2.53,0,1,northeastern_university,accept,15,2.5,2
318,160,158,112,3.14,0,0,northeastern_university,accept,15,4.5,4
312,161,151,108,3.42,0,0,northeastern_university,accept,15,5,5
309,159,150,100,2.75,30,3,northeastern_university,accept,15,4.5,5
309,159,150,103,3.1,0,1,northeastern_university,accept,15,4,5
326,168,158,108,3.45,30,0,northeastern_university,accept,15,4.5,4.5
317,168,149,104,3.05,20,2,northeastern_university,accept,15,4.5,4.5
317,162,155,110,2.6,0,0,northeastern_university,accept,15,4,4.5
320,164,156,113,2.75,0,0,northeastern_university,accept,15,3,3.5
316,164,152,104,2.6,30,3,northeastern_university,accept,15,3.5,2.5
326,162,164,117,3.2,20,3,northeastern_university,accept,15,2,3
310,165,145,101,3.01,6,2,northeastern_university,accept,15,4.5,3
314,164,150,100,2.35,0,1,northeastern_university,accept,15,3,4
307,161,146,101,2.29,0,0,northeastern_university,accept,15,3,4
308,164,144,100,2.75,0,0,northeastern_university,accept,15,2,1.5
311,161,150,106,2.4,20,0,northeastern_university,accept,15,3.5,3
314,165,149,100,2.9,0,2,northeastern_university,accept,15,3.5,4
315,162,153,110,3.15,0,0,northeastern_university,accept,15,4,4.5
322,164,158,113,2.68,0,0,northeastern_university,accept,15,4,4.5
311,162,149,111,3.02,20,0,northeastern_university,accept,15,4,3
318,163,155,108,2.55,10,0,northeastern_university,accept,15,3.5,2
327,164,163,117,2.6,20,0,northeastern_university,accept,15,3.5,2.5
306,156,150,113,2.59,0,0,northeastern_university,accept,15,4,3
314,163,151,109,3.64,30,0,northeastern_university,accept,15,4,3
314,158,156,106,3.58,30,2,northeastern_university,accept,15,4,3
308,159,149,108,2.97,20,0,northeastern_university,accept,15,3.5,3
317,162,155,111,2.6,10,0,northeastern_university,accept,15,3,2
322,167,155,106,2.7,0,0,northeastern_university,accept,15,3,2
316,161,155,102,2.6,20,2,northeastern_university,accept,15,5,5
314,158,156,107,3.35,20,0,northeastern_university,accept,15,5,4.5
315,163,152,110,2.85,30,3,northeastern_university,accept,15,4,3.5
313,161,152,114,3.24,30,3,northeastern_university,accept,15,4.5,4.5
308,157,151,99,3.23,30,0,northeastern_university,accept,15,4.5,3.5
304,155,149,106,3.41,27,0,northeastern_university,accept,15,1.5,2.5
317,165,152,103,3.68,30,0,northeastern_university,accept,15,2,2
309,155,154,106,2.61,30,0,northeastern_university,accept,15,1.5,2
324,162,162,85,3.18,30,0,northeastern_university,accept,15,3,3
309,157,152,103,3.4,30,0,northeastern_university,accept,15,4,4
316,165,151,96,1.97,30,0,northeastern_university,accept,15,3,4.5
312,163,149,101,3.02,30,0,northeastern_university,accept,15,4,4
313,164,149,105,3.22,30,0,northeastern_university,accept,15,4,5
317,165,152,110,2.86,36,0,northeastern_university,accept,15,5,5
313,165,148,104,3.32,30,0,northeastern_university,accept,15,4,4
318,167,151,100,2.7,0,0,northeastern_university,accept,15,1,2
310,160,150,103,2.7,0,0,northeastern_university,accept,15,3,1.5
317,164,153,108,2.65,0,0,northeastern_university,accept,15,4,3.5
301,158,143,101,2.65,0,0,northeastern_university,accept,15,3.5,3
311,161,150,105,2.56,0,0,northeastern_university,accept,15,2.5,2.5
315,165,150,100,3.36,0,0,northeastern_university,accept,15,2.5,2
316,161,155,111,2.6,0,0,northeastern_university,accept,15,4.5,4
305,159,146,92,1.9,0,0,northeastern_university,accept,15,4.5,4
310,158,152,100,1.95,0,0,northeastern_university,accept,15,5,4
315,163,152,100,2.92,20,0,northeastern_university,accept,15,4,5
307,156,151,94,2.05,10,0,northeastern_university,accept,15,4.5,4
322,164,158,108,3.42,10,0,northeastern_university,accept,15,3.5,5
315,152,163,106,2.75,0,0,northeastern_university,accept,15,3,4
308,163,145,103,2.5,0,0,northeastern_university,accept,15,2.5,4.5
321,167,154,101,2.8,0,0,northeastern_university,accept,15,1.5,3.5
303,158,145,110,2.95,0,0,northeastern_university,accept,15,4,3
314,162,152,106,2.35,0,0,northeastern_university,accept,15,4,2.5
309,159,150,103,2.45,0,0,northeastern_university,accept,15,3,3.5
306,160,146,101,3.39,0,0,northeastern_university,accept,15,3,3
306,159,147,106,2.6,0,0,northeastern_university,accept,15,2,3
317,168,149,108,2.5,0,0,northeastern_university,accept,15,4,2
310,165,145,98,2.9,0,3,northeastern_university,accept,15,3,2
309,163,146,106,2.8,0,0,northeastern_university,accept,15,2,2
308,163,145,100,3.33,0,0,northeastern_university,accept,15,3,3
309,161,148,102,3.62,0,0,northeastern_university,accept,15,4,3
314,164,150,106,3.2,10,3,northeastern_university,accept,15,3,3
325,166,159,107,2.9,10,0,northeastern_university,accept,15,4,3
316,165,151,113,2.8,10,0,northeastern_university,accept,15,3,3.5
319,160,159,109,2.75,10,3,northeastern_university,accept,15,3.5,3.5
320,163,157,116,3.39,6,0,northeastern_university,accept,15,3,3
317,162,155,107,2.8,7,3,northeastern_university,accept,15,3.5,3.5
304,156,148,70,2.5,20,0,northeastern_university,accept,15,3.5,4
304,155,149,99,2.76,20,0,northeastern_university,accept,15,4.5,4
304,157,147,102,3.82,0,0,northeastern_university,accept,15,5,5
315,165,150,98,1.95,30,3,northeastern_university,accept,15,5,5
322,162,160,112,2.5,20,3,northeastern_university,accept,15,5,5
318,166,152,111,3.32,30,0,northeastern_university,accept,15,4.5,4
328,167,161,117,3.28,16,0,carnegie_mellon_university,reject,1,3,5
328,167,161,117,3.28,16,0,carnegie_mellon_university,reject,1,2,4
327,169,158,108,3.52,2,3,carnegie_mellon_university,reject,1,3,3
320,168,152,101,2.96,4,0,carnegie_mellon_university,reject,1,3,2
320,165,155,118,3.52,12,0,carnegie_mellon_university,reject,1,3,2
325,167,158,108,3.62,23,3,carnegie_mellon_university,reject,1,1.5,2
331,169,162,115,3.3,19,3,carnegie_mellon_university,reject,1,2,3
308,164,144,96,2.64,4,0,carnegie_mellon_university,reject,1,5,5
316,163,153,111,3.64,14,0,carnegie_mellon_university,reject,1,5,4.5
325,165,160,114,3.75,9,0,carnegie_mellon_university,reject,1,4,4.5
322,170,152,110,3.65,22,0,carnegie_mellon_university,reject,1,4.5,4.5
316,162,154,107,3.19,4,3,carnegie_mellon_university,reject,1,4.5,3.5
323,168,155,116,3.44,20,0,carnegie_mellon_university,reject,1,4.5,3.5
325,170,155,104,3.63,0,3,carnegie_mellon_university,reject,1,3.5,3
325,170,155,115,3.45,11,0,carnegie_mellon_university,reject,1,4.5,3.5
330,170,160,111,3.23,0,0,carnegie_mellon_university,reject,1,4.5,3.5
328,167,161,117,3.28,16,0,carnegie_mellon_university,reject,1,4,4
328,167,161,117,3.28,16,0,carnegie_mellon_university,reject,1,5,3.5
320,168,152,101,2.96,4,0,carnegie_mellon_university,reject,1,4,3
320,165,155,118,3.52,12,0,carnegie_mellon_university,reject,1,3,3
325,167,158,108,3.62,23,3,carnegie_mellon_university,reject,1,2,2.5
327,169,158,108,3.63,0,3,carnegie_mellon_university,reject,1,1.5,2.5
308,164,144,96,2.64,4,0,carnegie_mellon_university,reject,1,3,3
316,163,153,111,3.64,14,0,carnegie_mellon_university,reject,1,4,4
325,165,160,114,3.75,9,0,carnegie_mellon_university,reject,1,5,4.5
316,162,154,107,3.19,4,3,carnegie_mellon_university,reject,1,4,4
323,168,155,116,3.44,20,0,carnegie_mellon_university,reject,1,3.5,3.5
325,170,155,104,3.63,0,3,carnegie_mellon_university,reject,1,2.5,3
323,166,157,106,3.64,19,0,carnegie_mellon_university,reject,1,4,3.5
330,170,160,111,3.23,0,0,carnegie_mellon_university,reject,1,4.5,4
321,168,153,117,3.66,14,3,carnegie_mellon_university,reject,1,3.5,3
323,166,157,112,3.54,18,3,carnegie_mellon_university,reject,1,4,4.5
318,169,149,103,3.5,18,0,carnegie_mellon_university,reject,1,4.5,4.5
330,169,161,112,3.5,18,0,carnegie_mellon_university,reject,1,3.5,4.5
327,168,159,0,3.74,0,0,carnegie_mellon_university,reject,1,5,5
318,167,151,109,3.88,2,0,carnegie_mellon_university,reject,1,5,4
324,169,155,115,3.33,19,0,carnegie_mellon_university,reject,1,3,3
323,168,155,117,3.82,5,0,carnegie_mellon_university,reject,1,4,4
323,169,154,109,3.83,4,2,carnegie_mellon_university,reject,1,3.5,3.5
333,170,163,118,3.42,14,3,carnegie_mellon_university,reject,1,4,3.5
321,170,151,113,3.2,9,3,carnegie_mellon_university,reject,1,3.5,3
320,169,151,105,3.88,2,0,carnegie_mellon_university,reject,1,4.5,4.5
318,165,153,107,3.61,29,3,carnegie_mellon_university,reject,1,4,3.5
325,168,157,116,3.46,2,0,carnegie_mellon_university,reject,1,2,2.5
322,170,152,107,3.08,8,0,carnegie_mellon_university,reject,1,3,3.5
316,166,150,103,3.56,8,3,carnegie_mellon_university,reject,1,3,3.5
325,167,158,114,3.48,1,0,carnegie_mellon_university,reject,1,5,5
319,166,153,103,2.86,40,0,carnegie_mellon_university,reject,1,4.5,4.5
321,161,160,118,3.12,1,2,carnegie_mellon_university,reject,1,1.5,2.5
319,163,156,115,3.2,1,2,carnegie_mellon_university,reject,1,3.5,3.5
322,166,156,104,3.56,10,3,carnegie_mellon_university,reject,1,2.5,3
325,167,158,114,3.48,10,0,carnegie_mellon_university,reject,1,2,3
324,167,157,108,3.12,6,2,carnegie_mellon_university,reject,1,4,3
324,165,159,111,3.54,1,3,carnegie_mellon_university,reject,1,2.5,2
319,170,149,105,3.36,22,3,carnegie_mellon_university,reject,1,3.5,3
325,166,159,110,3.74,22,0,carnegie_mellon_university,reject,1,5,5
320,166,154,106,2.67,23,3,carnegie_mellon_university,reject,1,4,4.5
318,166,152,103,3.14,17,0,carnegie_mellon_university,reject,1,5,4.5
324,166,158,116,3.68,35,0,carnegie_mellon_university,reject,1,3.5,3.5
320,165,155,112,2.72,1,0,carnegie_mellon_university,reject,1,4,4.5
321,167,154,113,3.44,0,0,carnegie_mellon_university,reject,1,4,4
322,169,153,111,2.98,18,3,carnegie_mellon_university,reject,1,3.5,4
327,165,162,112,3.56,4,0,carnegie_mellon_university,reject,1,5,4
325,170,155,106,3.71,2,0,carnegie_mellon_university,reject,1,1.5,3
325,170,155,106,3.71,2,0,carnegie_mellon_university,reject,1,4.5,3
335,170,165,117,3.2,29,0,carnegie_mellon_university,reject,1,3.5,3.5
327,167,160,109,2.88,24,0,carnegie_mellon_university,reject,1,4,3
323,170,153,113,3.28,2,3,carnegie_mellon_university,reject,1,4.5,3.5
322,170,152,111,3.82,30,3,carnegie_mellon_university,reject,1,4,3.5
324,170,154,115,3.63,12,0,carnegie_mellon_university,reject,1,4.5,4
303,160,143,114,3.32,9,0,carnegie_mellon_university,reject,1,3,3.5
323,168,155,108,2.64,6,3,carnegie_mellon_university,reject,1,2,2.5
324,168,156,115,3.82,20,0,carnegie_mellon_university,reject,1,2,2.5
321,167,154,113,3.66,2,0,carnegie_mellon_university,reject,1,3,3
332,168,164,115,3.17,17,3,carnegie_mellon_university,reject,1,4,3.5
332,170,162,117,3.78,0,0,carnegie_mellon_university,reject,1,3.5,3
317,164,153,110,3.24,18,3,carnegie_mellon_university,reject,1,4,4
329,170,159,116,3.42,6,3,carnegie_mellon_university,reject,1,5,5
280,140,140,108,3,11,3,carnegie_mellon_university,reject,1,5,5
328,170,158,114,2.99,17,0,carnegie_mellon_university,reject,1,3,4
319,168,151,75,3.31,15,0,carnegie_mellon_university,reject,1,3,3.5
319,168,151,75,3.31,15,0,carnegie_mellon_university,reject,1,3,3
315,163,152,102,3.1,8,0,carnegie_mellon_university,reject,1,2,2.5
325,167,158,110,3.66,5,3,carnegie_mellon_university,reject,1,2,2.5
322,169,153,114,2.85,8,3,carnegie_mellon_university,reject,1,2,2.5
302,160,142,102,3.82,30,3,carnegie_mellon_university,reject,1,1.5,2
323,170,153,108,3.53,15,3,carnegie_mellon_university,reject,1,1.5,2
330,170,160,117,3.69,0,0,carnegie_mellon_university,reject,1,1.5,3
319,164,155,115,1.43,0,0,carnegie_mellon_university,reject,1,3,3
332,170,162,117,3.62,1,3,carnegie_mellon_university,reject,1,3.5,3
321,166,155,109,3.64,1,3,carnegie_mellon_university,reject,1,4.5,4
333,170,163,111,3.81,22,0,carnegie_mellon_university,reject,1,4.5,4
324,169,155,116,3.42,26,3,carnegie_mellon_university,reject,1,3.5,5
315,165,150,104,2.95,26,0,carnegie_mellon_university,reject,1,2,3
320,165,155,117,2.9,0,0,carnegie_mellon_university,reject,1,2,4
335,168,167,0,3.89,3,3,carnegie_mellon_university,reject,1,2.5,3
331,169,162,118,3.81,0,3,carnegie_mellon_university,reject,1,2.5,3.5
323,166,157,114,3.64,20,3,carnegie_mellon_university,reject,1,4,4.5
322,168,154,104,3.36,50,0,carnegie_mellon_university,reject,1,4,5
329,170,159,117,3.58,3,2,carnegie_mellon_university,reject,1,4,4.5
325,170,155,106,3.51,14,0,carnegie_mellon_university,reject,1,4,4
320,167,153,100,3.82,36,0,carnegie_mellon_university,reject,1,4.5,3.5
327,170,157,108,3.46,24,0,carnegie_mellon_university,reject,1,4.5,4.5
320,166,154,113,3.64,0,3,carnegie_mellon_university,reject,1,3.5,3.5
