,gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,status,SOP,LOR 
1537,315,167,148,99,2.8,0,3,accept,2,3.5
1538,322,166,156,113,3,30,3,accept,1.5,2
1539,318,164,154,101,2.73,40,0,accept,2.5,3
1540,313,160,153,111,3.1,36,0,accept,2.5,2
1541,311,162,149,108,3.34,0,0,accept,3.5,3
1542,317,165,152,101,3.2,10,0,accept,3.5,3
1543,316,164,152,101,3.56,36,0,accept,2.5,4
1544,320,165,155,105,2.3,39,1,accept,4,2.5
1545,311,161,150,103,3.03,10,3,accept,3,3.5
1546,316,166,150,108,3.24,24,3,accept,2.5,3.5
1547,317,164,153,104,2.9,28,0,accept,3.5,4
1548,326,168,158,110,3.24,0,2,accept,3.5,4
1549,316,170,146,105,3.08,36,3,accept,3,2.5
1550,323,165,158,112,3.4,60,0,accept,2.5,3
1551,302,156,146,100,2.23,30,0,accept,2.5,3.5
1552,316,167,149,100,3.28,0,1,accept,4.5,4.5
1553,312,160,152,102,3,16,0,accept,4,5
1554,305,159,146,102,2.75,0,3,accept,4,4.5
1555,313,163,150,93,3.13,12,0,accept,4,4
1556,323,167,156,107,2.45,22,3,accept,4,5
1557,315,153,162,102,2.86,48,3,accept,5,5
1558,321,169,152,113,2.75,1,3,accept,5,4.5
1559,310,166,144,101,3.15,20,0,accept,5,3.5
1560,306,160,146,100,3.2,30,3,accept,3.5,4
1561,311,167,144,100,3.08,7,0,accept,2.5,4
1562,307,161,146,102,3.64,30,0,accept,2.5,1.5
1563,317,165,152,107,3.65,0,3,accept,3,2.5
1564,320,168,152,102,3.2,30,0,accept,2.5,2.5
1565,316,161,155,108,3.51,0,0,accept,2,2.5
1566,323,166,157,117,3.68,10,3,accept,3,3.5
1567,319,167,152,113,3.66,2,3,accept,4.5,5
1568,323,166,157,117,3.68,0,3,accept,4.5,5
1569,320,166,154,114,3,10,2,accept,2.5,3
1570,306,163,143,98,2.25,30,0,accept,1.5,2
1571,322,167,155,104,3.2,10,0,accept,1.5,1.5
1572,323,170,153,106,2.8,18,0,accept,1,1.5
1573,324,170,154,102,2.53,0,1,accept,2,2.5
1574,318,160,158,112,3.14,0,0,accept,3.5,3
1575,312,161,151,108,3.42,0,0,accept,5,4.5
1576,309,159,150,100,2.75,30,3,accept,2.5,3
1577,309,159,150,103,3.1,0,1,accept,3,3.5
1578,326,168,158,108,3.45,30,0,accept,3,4
1579,317,168,149,104,3.05,20,2,accept,4.5,4
1580,317,162,155,110,2.6,0,0,accept,4,4.5
1581,320,164,156,113,2.75,0,0,accept,4,3.5
1582,316,164,152,104,2.6,30,3,accept,2.5,3
1583,326,162,164,117,3.2,20,3,accept,5,4.5
1584,310,165,145,101,3.01,6,2,accept,4,4
1585,314,164,150,100,2.35,0,1,accept,4.5,4
1586,307,161,146,101,2.29,0,0,accept,5,4.5
1587,308,164,144,100,2.75,0,0,accept,5,5
1588,311,161,150,106,2.4,20,0,accept,4,3.5
1589,314,165,149,100,2.9,0,2,accept,2.5,3
1590,315,162,153,110,3.15,0,0,accept,1.5,2
1591,322,164,158,113,2.68,0,0,accept,1,2
1592,311,162,149,111,3.02,20,0,accept,3.5,3
1593,318,163,155,108,2.55,10,0,accept,2.5,2
1594,327,164,163,117,2.6,20,0,accept,3,2.5
1595,306,156,150,113,2.59,0,0,accept,3.5,3.5
1596,314,163,151,109,3.64,30,0,accept,4,4.5
1597,314,158,156,106,3.58,30,2,accept,4.5,4.5
1598,308,159,149,108,2.97,20,0,accept,3,3.5
1599,317,162,155,111,2.6,10,0,accept,2.5,2.5
1600,322,167,155,106,2.7,0,0,accept,2.5,3
1601,316,161,155,102,2.6,20,2,accept,3,3
1602,314,158,156,107,3.35,20,0,accept,3.5,3.5
1603,315,163,152,110,2.85,30,3,accept,2.5,2
1604,313,161,152,114,3.24,30,3,accept,3.5,3.5
1605,308,157,151,99,3.23,30,0,accept,4,3.5
1606,304,155,149,106,3.41,27,0,accept,4,4
1607,317,165,152,103,3.68,30,0,accept,3.5,3
1608,309,155,154,106,2.61,30,0,accept,3.5,3
1609,324,162,162,85,3.18,30,0,accept,3,3.5
1610,309,157,152,103,3.4,30,0,accept,4.5,4
1611,316,165,151,96,1.97,30,0,accept,4.5,4.5
1612,312,163,149,101,3.02,30,0,accept,3.5,3
1613,313,164,149,105,3.22,30,0,accept,3,4
1614,317,165,152,110,2.86,36,0,accept,2.5,3
1615,313,165,148,104,3.32,30,0,accept,1.5,2
1616,318,167,151,100,2.7,0,0,accept,1,2.5
1617,310,160,150,103,2.7,0,0,accept,2.5,2
1618,317,164,153,108,2.65,0,0,accept,3.5,3
1619,301,158,143,101,2.65,0,0,accept,4,3.5
1620,311,161,150,105,2.56,0,0,accept,4,4
1621,315,165,150,100,3.36,0,0,accept,2.5,4
1622,316,161,155,111,2.6,0,0,accept,2,2.5
1623,305,159,146,92,1.9,0,0,accept,3,2.5
1624,310,158,152,100,1.95,0,0,accept,3.5,4
1625,315,163,152,100,2.92,20,0,accept,2,2
1626,307,156,151,94,2.05,10,0,accept,2.5,2
1627,322,164,158,108,3.42,10,0,accept,4,3.5
1628,315,152,163,106,2.75,0,0,accept,2.5,1.5
1629,308,163,145,103,2.5,0,0,accept,3.5,3
1630,321,167,154,101,2.8,0,0,accept,3,2
1631,303,158,145,110,2.95,0,0,accept,3.5,2.5
1632,314,162,152,106,2.35,0,0,accept,3,3.5
1633,309,159,150,103,2.45,0,0,accept,4.5,4
1634,306,160,146,101,3.39,0,0,accept,4,4.5
1635,306,159,147,106,2.6,0,0,accept,3,2.5
1636,317,168,149,108,2.5,0,0,accept,5,5
1637,310,165,145,98,2.9,0,3,accept,4,4
1638,309,163,146,106,2.8,0,0,accept,3.5,4
1639,308,163,145,100,3.33,0,0,accept,3,3
1640,309,161,148,102,3.62,0,0,accept,3.5,3.5
1641,314,164,150,106,3.2,10,3,accept,3,3
1642,325,166,159,107,2.9,10,0,accept,2.5,3.5
1643,316,165,151,113,2.8,10,0,accept,1.5,2
1644,319,160,159,109,2.75,10,3,accept,1.5,2
1645,320,163,157,116,3.39,6,0,accept,1.5,2
1646,317,162,155,107,2.8,7,3,accept,1,1
1647,304,156,148,70,2.5,20,0,accept,2,2
1648,304,155,149,99,2.76,20,0,accept,2.5,3
1649,304,157,147,102,3.82,0,0,accept,3,3.5
1650,315,165,150,98,1.95,30,3,accept,3.5,4
1651,322,162,160,112,2.5,20,3,accept,3,3.5
1652,318,166,152,111,3.32,30,2,accept,5,5
